Country,ASN,TTL,IP,Domain,Organization,Registrar,TLD,SLD,entropy,num%,length,state,creation_date,expiration_date,registar,organization,domain_age,creation_date_year,creation_date_month,creation_date_day,domain_lifespan
US,6939.0,59,65.19.180.78,7q5-1o.jp.,,,jp,7q5-1o,3.1219280948873624,0.3,7,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
KR,45382.0,299,61.97.245.149,7ra6txs8etjdfoge.com.,Whois Privacy Protection Service by onamae.com,GMO INTERNET,com,7ra6txs8etjdfoge,4.011365041826379,0.1428571428571428,17,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
KR,45382.0,299,61.97.245.158,7ywv2yddfkmfb9ya.com.,Whois Privacy Protection Service by onamae.com,GMO INTERNET,com,7ywv2yddfkmfb9ya,3.7849418274376414,0.1428571428571428,17,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,6939.0,59,65.19.180.78,931rh8xc.jp.,,,jp,931rh8xc,3.4182958340544896,0.3333333333333333,9,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
JP,9370.0,119,163.43.251.12,9lb461jin2.jp.,,,jp,9lb461jin2,3.521640636343319,0.3571428571428571,11,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
JP,9370.0,119,163.43.251.12,9lb461jin2.jp.,,,jp,9lb461jin2,3.521640636343319,0.3571428571428571,11,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,40034.0,299,209.99.40.222,a-ablecontractorsglobalservices.com.,,,com,a-ablecontractorsglobalservices,3.8082708345352594,0.0,32,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
FR,16276.0,3599,213.186.33.5,aboutir.site.,,,site,aboutir,3.238901256602631,0.0,8,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
FR,16276.0,3599,213.186.33.5,www.aboutir.site.,,,site,www.aboutir,3.292770193936991,0.0,12,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,53667.0,3602,209.141.38.71,accounthomecenters.com.,See PrivacyGuardian.org,NameSilo,com,accounthomecenters,3.414441303694973,0.0,19,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
IT,34971.0,3602,188.164.131.200,www.accounthomecenters.com.,See PrivacyGuardian.org,NameSilo,com,www.accounthomecenters,3.5319412055466586,0.0,23,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,15169.0,299,172.217.1.174,google.com.,Google LLC,MarkMonitor,com,google,2.663532754804255,0.0,7,CA,1997-09-15 04:00:00,2028-09-14 04:00:00,"MarkMonitor, Inc.",Google LLC,8993,1997,9,15,11322
US,15169.0,168,172.217.13.164,www.google.com.,,,com,www.google,2.822579761842491,0.0,11,,1997-09-15 04:00:00,2028-09-14 04:00:00,MarkMonitor Inc.,,8993,1997,9,15,11322
US,22612.0,1,198.54.112.216,5805.scenbe.com.,,UNIREGISTRAR CORP,com,5805.scenbe,3.327819531114783,0.25,12,Arizona,2020-09-07 08:45:20,2022-09-07 08:45:20,"GoDaddy.com, LLC","Domains By Proxy, LLC",600,2020,9,7,730
US,16509.0,1799,3.1.232.43,aicloudemail.com.,,Alibaba Cloud Computing (Beijing) Co.,com,aicloudemail,3.2639334294856344,0.0,13,Anhui,2021-08-20 16:26:12,2022-08-20 16:26:12,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),,253,2021,8,20,365
US,16509.0,1799,3.1.232.43,aicloudemail.com.,,Alibaba Cloud Computing (Beijing) Co.,com,aicloudemail,3.2639334294856344,0.0,13,Anhui,2021-08-20 16:26:12,2022-08-20 16:26:12,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),,253,2021,8,20,365
US,47583.0,14399,31.170.160.61,airdispatchexpress.com.,Bill Casey,Hostinger,com,airdispatchexpress,3.708132064658602,0.0,19,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,8100.0,3602,192.161.187.200,airdomaikings.com.,See PrivacyGuardian.org,NameSilo,com,airdomaikings,3.4613201402110083,0.0,14,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,46844.0,3602,70.39.125.243,www.airdomaikings.com.,,,com,www.airdomaikings,3.5383105956150054,0.0,18,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,15169.0,282,172.217.1.174,google.com.,Google LLC,MarkMonitor,com,google,2.663532754804255,0.0,7,CA,1997-09-15 04:00:00,2028-09-14 04:00:00,"MarkMonitor, Inc.",Google LLC,8993,1997,9,15,11322
US,15169.0,75,172.217.13.164,www.google.com.,,,com,www.google,2.822579761842491,0.0,11,CA,1997-09-15 04:00:00,2028-09-14 04:00:00,"MarkMonitor, Inc.",Google LLC,8993,1997,9,15,11322
EE,202759.0,599,185.155.96.63,allyncoralyn.ru.,,R01-RU,ru,allyncoralyn,3.077819531114783,0.0,13,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
RU,8342.0,10799,195.161.41.33,alrayedtravel.com.,Ooma hieghts,Registrar of domain names REG.RU LLC,com,alrayedtravel,3.4613201402110083,0.0,14,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,32748.0,14399,50.31.65.75,althanicharityfoundation.com.,REDACTED FOR PRIVACY,ENOM,com,althanicharityfoundation,3.71937582241537,0.0,25,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
JP,24295.0,3599,103.20.75.247,amazongrps.com.,Domain Privacy Service FBO Registrant.,Domain.com,com,amazongrps,3.373557262275185,0.0,11,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
EE,202759.0,599,185.155.96.63,annaliesefayre.ru.,,R01-RU,ru,annaliesefayre,3.30827083453526,0.0,15,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,8100.0,299,107.161.82.133,appellats.world.,,,world,appellats,3.327819531114783,0.0,10,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,13335.0,119,104.31.71.162,www.appellats.world.,,,world,www.appellats,3.246439344671016,0.0,14,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,8100.0,299,107.161.82.143,appleiw.world.,,,world,appleiw,3.235926350629033,0.0,8,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,13335.0,299,104.28.10.164,www.appleiw.world.,,,world,www.appleiw,3.03856233607563,0.0,12,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,47583.0,14399,31.170.160.61,au-borders.com.,Bill Casey,Hostinger,com,au-borders,3.5068905956085183,0.0,11,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,33387.0,21599,192.151.158.114,avisosindustriales.me.,,Instra Corporation Pty Ltd.,me,avisosindustriales,3.606936732175321,0.0,19,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
EE,202759.0,599,185.155.96.63,beliakiley.ru.,,R01-RU,ru,beliakiley,3.235926350629033,0.0,11,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
EE,202759.0,599,185.155.96.63,bertinejosie.ru.,,R01-RU,ru,bertinejosie,3.327819531114783,0.0,13,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
MD,39798.0,599,94.158.246.20,bestdrugstrade.su.,,R01-SU,su,bestdrugstrade,3.239097917988786,0.0,15,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
JP,131921.0,1199,180.131.140.103,bikkuri-anajyouhou-osiemasu.com.,quick clean Inc.,GMO INTERNET,com,bikkuri-anajyouhou-osiemasu,3.890319531114783,0.0,28,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,46573.0,299,107.179.81.243,binafd.world.,,,world,binafd,3.3927474104487847,0.0,7,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
JP,24295.0,3446,103.20.75.247,bloombergsjp.com.,Domain Privacy Service FBO Registrant.,Domain.com,com,bloombergsjp,3.4548223999466066,0.0,13,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,22612.0,1799,192.64.119.16,bostwick-bruan.com.,,,com,bostwick-bruan,3.826874881864637,0.0,15,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,22612.0,1799,198.54.117.215,www.bostwick-bruan.com.,,,com,www.bostwick-bruan,3.708132064658602,0.0,19,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
EE,202759.0,599,185.155.96.64,breannezitella.ru.,,R01-RU,ru,breannezitella,3.350209029099897,0.0,15,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,13335.0,299,104.27.136.241,bsp42iv8wlefhh2.ru.,,PN-RU,ru,bsp42iv8wlefhh2,3.9321380397593737,0.2105263157894736,16,,2019-06-11 00:12:11,2022-06-11 00:12:11,PN-RU,,1054,2019,6,11,1096
TR,42926.0,21599,185.109.31.244,bultenhedef.com.,Gokhan Dagli,NICS Telekomunikasyon A.S.,com,bultenhedef,3.577819531114783,0.0,12,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
EE,202759.0,599,185.155.96.63,bunnijemmy.ru.,,R01-RU,ru,bunnijemmy,3.235926350629033,0.0,11,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,13335.0,299,104.31.94.118,canadianonlinepharmacyllp.com.,,Hosting Concepts B.V. d/b/a Openprovider,com,canadianonlinepharmacyllp,3.602910079649727,0.0,26,California,2021-11-16 19:40:40,2022-11-16 19:40:40,DYNADOT LLC,,165,2021,11,16,365
US,16509.0,14399,54.255.236.116,canivn.com.,,P.A. Viet Nam Company Limited,com,canivn,2.9139770731827523,0.0,7,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
BG,44476.0,3599,185.176.40.57,capitalbasefinancial.co.uk.,,"Internet Domain Services BS Corp t/a Internet.bs ""Tag = IDS-BS""",co.uk,capitalbasefinancial,3.648431836203202,0.0,21,,2022-05-01 00:00:00,2022-05-01 00:00:00,No registrar listed.  This domain is directly registered with Nominet.,,0,2022,5,1,0
MD,39798.0,599,94.158.246.21,celestaphaidra.ru.,,R01-RU,ru,celestaphaidra,3.5724312513221195,0.0,15,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
MD,39798.0,599,94.158.246.21,cheslielilah.ru.,,R01-RU,ru,cheslielilah,3.202819531114783,0.0,13,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
KR,45382.0,299,61.97.245.161,chn7twqxv6cei5tz.com.,Whois Privacy Protection Service by onamae.com,GMO INTERNET,com,chn7twqxv6cei5tz,3.975418017913833,0.1428571428571428,17,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,8100.0,3602,192.161.187.200,chopchepdomaireg.com.,See PrivacyGuardian.org,NameSilo,com,chopchepdomaireg,3.4632805178108104,0.0,17,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,53667.0,3602,198.251.81.30,www.chopchepdomaireg.com.,,,com,www.chopchepdomaireg,3.5630741894285687,0.0,21,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,15169.0,299,172.217.1.174,google.com.,,,com,google,2.663532754804255,0.0,7,CA,1997-09-15 04:00:00,2028-09-14 04:00:00,"MarkMonitor, Inc.",Google LLC,8993,1997,9,15,11322
US,15169.0,152,172.217.13.164,www.google.com.,,MarkMonitor Inc.,com,www.google,2.822579761842491,0.0,11,,1997-09-15 04:00:00,2028-09-14 04:00:00,MarkMonitor Inc.,,8993,1997,9,15,11322
US,13335.0,299,104.27.132.78,cilaisppl.com.,,Hosting Concepts B.V. d/b/a Openprovider,com,cilaisppl,3.09306920777189,0.0,10,California,2022-02-28 13:52:28,2023-02-28 13:52:28,"OwnRegistrar, Inc.",WhoisSecure,61,2022,2,28,365
KR,45382.0,299,61.97.245.164,cjucevtteic8uw6h.com.,Whois Privacy Protection Service by onamae.com,GMO INTERNET,com,cjucevtteic8uw6h,3.6304126608739975,0.0952380952380952,17,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
MD,39798.0,599,94.158.246.21,clarettaberta.ru.,,R01-RU,ru,clarettaberta,3.013070929103845,0.0,14,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
CA,40676.0,21599,205.236.251.131,coconutfundingllc.com.,,,com,coconutfundingllc,3.3908054820769817,0.0,18,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
CA,40676.0,21599,205.236.250.161,coconutfundingllcmailer.net.,,,net,coconutfundingllcmailer,3.753434386188784,0.0,24,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
CA,40676.0,21599,205.236.251.190,coconutfundingmail.net.,See PrivacyGuardian.org,NameSilo,net,coconutfundingmail,3.653996738665709,0.0,19,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,26496.0,10799,107.180.47.62,consultoriaonline.info.,Repossessed by Go Daddy,GoDaddy.com,info,consultoriaonline,3.4472624994412104,0.0,18,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,26496.0,599,184.168.221.57,contatoautoatendimento.com.,Repossessed by Go Daddy,GoDaddy.com,com,contatoautoatendimento,3.2464039483412264,0.0,23,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,26496.0,599,50.63.202.50,contatoautoatendimento.com.,Repossessed by Go Daddy,GoDaddy.com,com,contatoautoatendimento,3.2464039483412264,0.0,23,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,26496.0,598,184.168.221.57,contatoautoatendimento.com.,Repossessed by Go Daddy,GoDaddy.com,com,contatoautoatendimento,3.2464039483412264,0.0,23,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,26496.0,598,184.168.221.57,contatoautoatendimento.com.,Repossessed by Go Daddy,GoDaddy.com,com,contatoautoatendimento,3.2464039483412264,0.0,23,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
US,26496.0,598,184.168.221.57,contatoautoatendimento.com.,Repossessed by Go Daddy,GoDaddy.com,com,contatoautoatendimento,3.2464039483412264,0.0,23,,2022-05-01 00:00:00,2022-05-01 00:00:00,,,0,2022,5,1,0
