Country,ASN,TTL,IP,Domain,Organization,Registrar,TLD,SLD,entropy,num%,length,state,creation_date,expiration_date,registar,organization,domain_age,creation_date_year,creation_date_month,creation_date_day,domain_lifespan
IL,209622.0,14398,88.218.116.53,www.magiaroma.co.il.,,Gorni Interactive Ltd,co.il,www.magiaroma,3.146439344671016,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
IL,209622.0,14375,88.218.116.53,www.magiaroma.co.il.,,Gorni Interactive Ltd,co.il,www.magiaroma,3.146439344671016,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,46606.0,14399,192.185.129.71,www.robinsonspharma.com.,,,com,www.robinsonspharma,3.5739348962840563,0.0,20,,2022-04-20 14:03:53.000,2023-04-20 14:03:53.000,"NameCheap, Inc.",,10,2022,4,20,365
FR,12876.0,1301,51.15.25.65,c362437c-24ea-4e7b-bfe2-e38aa6ee049d.htmlpasta.com.,,,com,c362437c-24ea-4e7b-bfe2-e38aa6ee049d.htmlpasta,4.257935822610367,0.3333333333333333,47,Capital Region,2016-11-12 13:53:52.000,2022-11-12 13:53:52.000,NAMECHEAP INC,Privacy service provided by Withheld for Privacy ehf,1995,2016,11,12,2191
US,36352.0,14399,104.168.65.2,nizamshahicaterers.com.,,,com,nizamshahicaterers,3.621175542919472,0.0,19,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
IL,209622.0,14399,88.218.116.53,www.magiaroma.co.il.,,Gorni Interactive Ltd,co.il,www.magiaroma,3.146439344671016,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
IL,209622.0,14381,88.218.116.53,www.magiaroma.co.il.,,Gorni Interactive Ltd,co.il,www.magiaroma,3.146439344671016,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,299,104.31.68.96,www18.amaoirofertadasuavida.com.,,,com,www18.amaoirofertadasuavida,3.819548827786958,0.0625,28,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,299,104.27.156.56,www15.ofertasparavoceconferir.com.,,,com,www15.ofertasparavoceconferir,3.858802914461594,0.0588235294117647,30,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
FR,12876.0,714,51.15.25.65,f5f39782-bb33-4ccd-a2f8-6dde8e918079.htmlpasta.com.,,,com,f5f39782-bb33-4ccd-a2f8-6dde8e918079.htmlpasta,4.470774116184354,0.3725490196078431,47,Capital Region,2016-11-12 13:53:52.000,2022-11-12 13:53:52.000,NAMECHEAP INC,Privacy service provided by Withheld for Privacy ehf,1995,2016,11,12,2191
FR,12876.0,1799,51.15.25.65,04a9d0bc-0ebf-4fc1-bff5-ff4090db82fd.htmlpasta.com.,,,com,04a9d0bc-0ebf-4fc1-bff5-ff4090db82fd.htmlpasta,4.16192411766449,0.2745098039215686,47,Capital Region,2016-11-12 13:53:52.000,2022-11-12 13:53:52.000,NAMECHEAP INC,Privacy service provided by Withheld for Privacy ehf,1995,2016,11,12,2191
FR,12876.0,20,51.15.25.65,htmlpasta.com.,,,com,htmlpasta,3.235926350629033,0.0,10,Capital Region,2016-11-12 13:53:52.000,2022-11-12 13:53:52.000,NAMECHEAP INC,Privacy service provided by Withheld for Privacy ehf,1995,2016,11,12,2191
DE,24940.0,14399,78.46.86.18,flaguedeswebradio.com.br.,,,com.br,flaguedeswebradio,3.863465189601647,0.0,18,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
DE,24940.0,14399,78.46.86.18,flaguedeswebradio.com.br.,,,com.br,flaguedeswebradio,3.863465189601647,0.0,18,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,226,104.20.218.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
US,13335.0,99,104.20.218.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
US,13335.0,99,104.20.218.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
US,32475.0,14399,173.236.112.235,replayufc.com.,,,com,replayufc,3.521640636343319,0.0,10,Capital Region,2018-03-09 16:23:43.000,2023-03-09 16:23:43.000,NAMECHEAP INC,Privacy service provided by Withheld for Privacy ehf,1513,2018,3,9,1826
US,19551.0,14348,45.60.98.213,www.starborninstitute.org.,,,org,www.starborninstitute,3.53641423712223,0.0,22,Washington,2010-03-03 23:18:46.000,2029-03-03 23:18:46.000,"GoDaddy.com, LLC",,4441,2010,3,3,6940
US,13335.0,297,104.28.4.96,ruedielhere.top.,,,top,ruedielhere,3.25,0.0,12,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,19318.0,14399,206.72.206.122,mail.breakingwap.thats.im.,,,im,mail.breakingwap.thats,3.748328660365573,0.0,23,,2022-05-01 00:00:00.000,2023-05-22 00:59:57.000,,,0,2022,5,1,386
US,22612.0,1799,198.54.117.200,bitcoin-gain.org.,,,org,bitcoin-gain,3.337175341123077,0.0,13,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,22612.0,1799,198.54.117.200,medium.bitcoin-gain.org.,,,org,medium.bitcoin-gain,3.720175521464345,0.0,20,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,22612.0,3599,198.187.28.88,www.emilima.com.pe.,,,com.pe,www.emilima,3.11583409216322,0.0,12,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,PE Top Level Domain Admin,,0,2022,5,1,0
US,22612.0,1199,198.187.28.88,emilima.com.pe.,,,com.pe,emilima,3.006238928653389,0.0,8,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,PE Top Level Domain Admin,,0,2022,5,1,0
US,62729.0,40,65.99.237.226,rcentral511.webserversystems.com.,,,com,rcentral511.webserversystems,3.8212266049160206,0.0909090909090909,29,,2004-06-14 22:43:02.000,2022-06-14 22:43:02.000,Tucows Domains Inc.,,6529,2004,6,14,6574
US,46606.0,14399,192.185.195.14,www.oneinfotech.com.,,,com,www.oneinfotech,3.308694969562842,0.0,16,Select a region,2012-02-15 01:16:50.000,2023-02-15 01:16:50.000,"GoDaddy.com, LLC",,3727,2012,2,15,4018
US,14618.0,299,54.236.130.147,opalboulevard.co.,,,co,opalboulevard,3.454822399946607,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,22612.0,1199,198.54.115.194,www.britoveiculos.com.,,,com,www.britoveiculos,3.629219686524096,0.0,18,North Holland,2019-06-17 04:17:38.000,2022-06-17 04:17:38.000,"GoDaddy.com, LLC",,1048,2019,6,17,1096
US,30083.0,14399,199.189.85.95,www.britoveiculos.com.br.,,,com.br,www.britoveiculos,3.623465189601646,0.0,18,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,27,104.20.218.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
US,13335.0,52,104.20.218.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
US,30083.0,14394,199.189.85.95,www.britoveiculos.com.br.,,,com.br,www.britoveiculos,3.623465189601646,0.0,18,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,46606.0,14399,67.20.76.193,www.ccoweetf.org.,,,org,www.ccoweetf,2.984234164652489,0.0,13,Pangasinan,2009-08-09 17:54:04.000,2022-08-09 17:54:04.000,"GoDaddy.com, LLC",CCOWEETF,4647,2009,8,9,4748
US,46606.0,14399,50.116.87.44,worldlav.com.br.,,,com.br,worldlav,3.327819531114783,0.0,9,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
VN,45544.0,359,112.213.91.61,vietnamhoneymoontour.net.,,,net,vietnamhoneymoontour,3.463465189601646,0.0,21,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,36024.0,14399,174.136.37.88,maria-montessori.edu.mx.,,,edu.mx,maria-montessori,3.688721875540868,0.0,17,,1996-10-31 00:00:00.000,2022-10-30 00:00:00.000,Registry .MX,,9313,1996,10,31,9495
US,36024.0,14398,174.136.37.88,maria-montessori.edu.mx.,,,edu.mx,maria-montessori,3.688721875540868,0.0,17,,1996-10-31 00:00:00.000,2022-10-30 00:00:00.000,Registry .MX,,9313,1996,10,31,9495
US,36024.0,14397,174.136.37.88,maria-montessori.edu.mx.,,,edu.mx,maria-montessori,3.688721875540868,0.0,17,,1996-10-31 00:00:00.000,2022-10-30 00:00:00.000,Registry .MX,,9313,1996,10,31,9495
BR,10733.0,14399,200.201.218.116,www.distribuidorademandioca.com.br.,,,com.br,www.distribuidorademandioca,3.728724445269141,0.0,28,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,33182.0,14399,98.142.100.250,www.onevisualpb.com.br.,,,com.br,www.onevisualpb,3.795088586397733,0.0,16,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
BR,10733.0,14399,200.201.218.116,distribuidorademandioca.com.br.,,,com.br,distribuidorademandioca,3.630985019785137,0.0,24,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,276,104.20.219.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
US,13335.0,299,104.20.219.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
BG,32475.0,599,109.199.123.185,witbankonline.co.za.,,,co.za,witbankonline,3.546439344671016,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
CH,29222.0,3599,128.65.195.53,verdilugano.ch.,,,ch,verdilugano,3.773557262275185,0.0,12,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
KE,36914.0,10799,41.204.161.16,www.teau.ac.ke.,,,ac.ke,www.teau,2.789898095464287,0.0,9,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
KE,36914.0,10799,41.204.161.16,www.teau.ac.ke.,,,ac.ke,www.teau,2.789898095464287,0.0,9,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
CA,32613.0,14399,70.38.31.54,mundomotriz.com.ec.,,,com.ec,mundomotriz,3.391892644680932,0.0,12,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,26496.0,599,50.63.202.67,mukmati.com.,,,com,mukmati,3.0220552088742005,0.0,8,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,259,104.20.219.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
US,13335.0,259,104.20.219.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
US,55293.0,14399,68.66.224.41,arazambeze.gov.mz.,,,gov.mz,arazambeze,3.155221528859512,0.0,11,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,55293.0,14398,68.66.224.41,arazambeze.gov.mz.,,,gov.mz,arazambeze,3.155221528859512,0.0,11,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,55293.0,14397,68.66.224.41,arazambeze.gov.mz.,,,gov.mz,arazambeze,3.155221528859512,0.0,11,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,55293.0,14399,68.66.224.41,arazambeze.gov.mz.,,,gov.mz,arazambeze,3.155221528859512,0.0,11,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,62729.0,3599,65.99.237.226,rcentral511.webserversystems.com.,,,com,rcentral511.webserversystems,3.8212266049160206,0.0909090909090909,29,,2004-06-14 22:43:02.000,2022-06-14 22:43:02.000,Tucows Domains Inc.,,6529,2004,6,14,6574
US,13335.0,271,104.20.219.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
US,13335.0,271,104.20.219.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
IE,30900.0,3599,217.115.115.247,cfquadrant.ie.,,,ie,cfquadrant,3.521640636343319,0.0,11,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
IE,30900.0,3599,217.115.115.247,www.cfquadrant.ie.,,,ie,www.cfquadrant,3.530493056757482,0.0,15,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
GB,34931.0,14399,149.255.58.52,ideatech.pk.,,,pk,ideatech,3.2516291673878226,0.0,9,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
DE,24940.0,14399,195.201.71.231,gemmattress.com.,,,com,gemmattress,3.202819531114783,0.0,12,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
GE,20545.0,14399,217.147.239.122,engurhesi.ge.,,,ge,engurhesi,3.026986833359288,0.0,10,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
NO,34989.0,3599,217.170.198.100,illmissuheaps.com.,,,com,illmissuheaps,3.4613201402110083,0.0,14,,2019-05-08 06:28:56.000,2022-05-08 06:28:56.000,Tucows Domains Inc.,,1088,2019,5,8,1096
BR,10733.0,14329,200.201.218.116,distribuidorademandioca.com.br.,,,com.br,distribuidorademandioca,3.630985019785137,0.0,24,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
BR,10733.0,14329,200.201.218.116,distribuidorademandioca.com.br.,,,com.br,distribuidorademandioca,3.630985019785137,0.0,24,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
VN,45544.0,359,112.213.89.123,biba.com.vn.,,,com.vn,biba,3.0220552088742,0.0,5,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
DE,24940.0,1798,116.203.187.197,postepay.login.viplavoro.com.,,,com,postepay.login.viplavoro,3.741962789037908,0.0,25,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
DE,24940.0,299,116.203.187.197,www.bestazzoni.ch.,,,ch,www.bestazzoni,3.530493056757482,0.0,15,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,46606.0,14399,50.116.112.168,marcocosta.eng.br.,,,eng.br,marcocosta,3.4613201402110083,0.0,11,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
DE,24940.0,14399,78.46.86.18,flaguedeswebradio.com.br.,,,com.br,flaguedeswebradio,3.863465189601647,0.0,18,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
DE,24940.0,14186,78.46.86.18,flaguedeswebradio.com.br.,,,com.br,flaguedeswebradio,3.863465189601647,0.0,18,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
DE,24940.0,14186,78.46.86.18,flaguedeswebradio.com.br.,,,com.br,flaguedeswebradio,3.863465189601647,0.0,18,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
DE,24940.0,14185,78.46.86.18,flaguedeswebradio.com.br.,,,com.br,flaguedeswebradio,3.863465189601647,0.0,18,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,46606.0,14399,162.241.217.144,eltonlobo.com.,,,com,eltonlobo,2.950212064914747,0.0,10,Capital Region,2014-12-08 10:44:17.000,2023-12-08 10:44:17.000,NAMECHEAP INC,Privacy service provided by Withheld for Privacy ehf,2700,2014,12,8,3287
US,46606.0,14399,50.116.112.168,academiacge.com.br.,,,com.br,academiacge,3.286629486786196,0.0,12,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,26496.0,599,50.63.202.67,mukmati.com.,,,com,mukmati,3.0220552088742005,0.0,8,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,396982.0,19,67.199.248.13,buff.ly.,,,ly,buff,2.5,0.0,5,CA,2012-04-28 22:00:00.000,2024-04-28 22:00:00.000,Libyan Spider Network (int),Buffer,3654,2012,4,28,4383
US,13335.0,240,104.20.219.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
US,13335.0,186,104.20.219.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
US,11042.0,14399,69.73.180.8,wpa.mn.,,,mn,wpa,2.521640636343318,0.0,4,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
AU,38880.0,14399,27.131.110.162,towersretreat.org.au.,,TPP Wholesale Pty Ltd,org.au,towersretreat,3.141619208183979,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
AU,38880.0,14399,27.131.110.162,towersretreat.org.au.,,TPP Wholesale Pty Ltd,org.au,towersretreat,3.141619208183979,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
AU,38880.0,14398,27.131.110.162,towersretreat.org.au.,,TPP Wholesale Pty Ltd,org.au,towersretreat,3.141619208183979,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
AU,38880.0,14397,27.131.110.162,towersretreat.org.au.,,TPP Wholesale Pty Ltd,org.au,towersretreat,3.141619208183979,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
AU,38880.0,14394,27.131.110.162,towersretreat.org.au.,,TPP Wholesale Pty Ltd,org.au,towersretreat,3.141619208183979,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
AU,38880.0,14393,27.131.110.162,towersretreat.org.au.,,TPP Wholesale Pty Ltd,org.au,towersretreat,3.141619208183979,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,23352.0,14399,204.93.197.197,groupstudyindia.in.,,,in,groupstud,3.5766176449086657,0.0,10,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,23352.0,14399,204.93.197.197,groupstudyindia.in.,,,in,groupstud,3.5766176449086657,0.0,10,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,23352.0,14399,204.93.197.197,www.groupstudyindia.in.,,,in,www.groupstud,3.6424896731661263,0.0,14,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,46606.0,14399,198.1.105.32,eudesfelix.com.br.,,,com.br,eudesfelix,3.641604167868593,0.0,11,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,46606.0,14399,50.87.145.227,fresadora3d.com.,,,com,fresadora3d,3.375,0.0625,12,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
KE,36914.0,10673,41.204.161.16,www.teau.ac.ke.,,,ac.ke,www.teau,2.789898095464287,0.0,9,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
KE,36914.0,10671,41.204.161.16,www.teau.ac.ke.,,,ac.ke,www.teau,2.789898095464287,0.0,9,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,46606.0,14233,162.241.217.144,eltonlobo.com.,,,com,eltonlobo,2.950212064914747,0.0,10,Capital Region,2014-12-08 10:44:17.000,2023-12-08 10:44:17.000,NAMECHEAP INC,Privacy service provided by Withheld for Privacy ehf,2700,2014,12,8,3287
US,46606.0,14399,162.241.218.220,appskottage.com.,,,com,appskottage,3.375,0.0,12,,2017-02-24 15:38:11.000,2024-02-24 15:38:11.000,FastDomain Inc.,,1891,2017,2,24,2556
US,396982.0,19,67.199.248.13,buff.ly.,,,ly,buff,2.5,0.0,5,CA,2012-04-28 22:00:00.000,2024-04-28 22:00:00.000,Libyan Spider Network (int),Buffer,3654,2012,4,28,4383
FR,12876.0,492,51.15.25.65,3a3ab5f6-03c5-4769-94fd-df2782ca307c.htmlpasta.com.,,,com,3a3ab5f6-03c5-4769-94fd-df2782ca307c.htmlpasta,4.341556656070963,0.392156862745098,47,,2016-11-12 13:53:52.000,2022-11-12 13:53:52.000,"NameCheap, Inc.",,1995,2016,11,12,2191
AU,38719.0,299,203.170.85.169,newsletter.com.au.,,Web Address Registration Pty Ltd,com.au,newsletter,3.530493056757482,0.0,11,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
AU,38719.0,299,203.170.85.169,newsletter.com.au.,,Web Address Registration Pty Ltd,com.au,newsletter,3.530493056757482,0.0,11,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,22611.0,599,192.145.237.232,creditbarbie.com.,,,com,creditbarbie,3.381580488309164,0.0,13,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
BD,24323.0,2316,182.160.96.130,kcpu-bd.com.,,,com,kcpu-bd,3.2516291673878226,0.0,8,dhaka,2007-08-25 10:33:40.000,2022-08-25 10:33:40.000,NAMECHEAP INC,Redacted for Privacy Purposes,5362,2007,8,25,5479
US,23470.0,14399,104.194.10.93,cryptosolutions.com.ng.,,,com.ng,cryptosolutions,3.621175542919471,0.0,16,,2022-05-01 00:00:00.000,2022-05-01 00:00:00.000,,,0,2022,5,1,0
US,13335.0,299,104.20.219.42,tinyurl.com.,,,com,tinyurl,3.4182958340544896,0.0,8,,2002-01-27 06:17:41.000,2029-01-27 06:17:41.000,Tucows Domains Inc.,,7398,2002,1,27,9862
